Component_ID,Lot_ID,Iddq_uA_0h,Iddq_uA_24h,Iddq_uA_96h,Iddq_uA_168h,Leakage_nA_0h,Leakage_nA_24h,Leakage_nA_96h,Leakage_nA_168h,PropDelay_ns_0h,PropDelay_ns_24h,PropDelay_ns_96h,PropDelay_ns_168h,Ground_Truth
COMP_00196,LOT_01,12.265,12.287,12.494,12.61,469.49,467.5,481.34,484.86,3.1159,4.9307,3.1438,3.1643,Sensor_Glitch
COMP_00197,LOT_01,12.314,12.399,12.553,12.755,472.43,476.26,480.6,482.82,3.1115,3.1239,3.1254,3.1567,Normal
COMP_00198,LOT_01,12.045,12.073,12.063,12.183,464.83,464.41,467.72,472.86,3.0949,3.0841,3.1346,3.1679,Normal
COMP_00199,LOT_01,12.305,12.307,12.46,12.62,464.12,469.12,468.91,475.79,3.1672,3.1689,3.1862,3.2283,Normal
COMP_00200,LOT_01,12.286,12.372,12.626,12.638,470.48,466.1,477.25,479.57,3.1643,3.1822,3.1949,3.2161,Normal
COMP_00201,LOT_01,12.279,12.366,12.618,12.781,450.2,455.57,459.0,456.4,3.193,3.1958,3.2526,3.2704,Normal
COMP_00202,LOT_01,12.325,12.309,12.552,12.847,463.06,466.39,477.01,478.59,3.1775,3.2082,3.2534,3.2814,Normal
COMP_00203,LOT_01,12.404,12.355,12.603,12.71,443.79,448.28,452.92,454.25,3.1729,3.1795,3.2472,3.3045,Normal
COMP_00204,LOT_01,12.07,12.04,12.228,12.372,476.68,481.91,493.07,495.9,3.184,3.1874,3.2049,3.2712,Normal
COMP_00205,LOT_01,11.914,12.007,12.019,12.257,463.93,467.75,471.45,481.48,3.1411,3.1587,3.1617,3.2029,Normal
COMP_00206,LOT_01,11.919,12.086,12.18,12.249,470.15,469.75,476.53,477.33,3.1493,3.1532,3.1994,3.2746,Normal
COMP_00207,LOT_01,12.558,12.641,12.747,12.862,460.37,456.93,468.59,469.87,3.0803,3.1045,3.1345,3.1885,Normal
COMP_00208,LOT_01,11.931,11.86,12.101,12.059,467.34,470.36,470.69,479.29,3.1041,3.1196,3.1318,3.1893,Normal
COMP_00209,LOT_01,12.265,12.38,12.444,12.624,455.52,460.51,464.53,467.66,3.158,3.1727,3.222,3.2163,Normal
COMP_00210,LOT_01,11.902,11.951,12.006,12.175,433.76,431.52,438.35,444.08,3.0661,3.0658,3.0983,3.0917,Normal
COMP_00211,LOT_01,12.13,12.252,12.327,12.304,453.75,455.32,457.82,462.54,3.1975,3.2041,3.2221,3.2627,Normal
COMP_00212,LOT_01,12.007,12.025,12.222,12.338,462.14,460.59,462.74,465.49,3.2101,3.2052,3.2597,3.2773,Normal
COMP_00213,LOT_01,11.59,11.752,11.912,12.056,468.69,470.95,473.82,476.15,3.1281,3.1424,3.1826,3.2073,Normal
COMP_00214,LOT_01,12.093,12.271,12.428,12.652,453.73,455.06,460.83,470.72,3.1697,3.1781,3.2064,3.2421,Normal
COMP_00215,LOT_01,12.134,12.25,12.26,12.466,445.71,448.45,449.52,458.44,3.1816,3.1707,3.2056,3.2338,Normal
COMP_00216,LOT_01,12.067,12.147,12.222,12.34,451.51,450.02,454.67,458.97,3.1028,3.0991,3.1525,3.2031,Normal
COMP_00217,LOT_01,12.111,12.137,12.22,12.332,462.99,461.0,462.64,471.56,3.159,3.1607,3.2045,3.2592,Normal
COMP_00218,LOT_01,12.29,12.367,12.395,12.576,479.13,479.69,484.36,489.57,3.1873,3.1971,3.2031,3.255,Normal
COMP_00219,LOT_01,12.232,12.27,12.255,12.404,444.28,450.3,455.39,459.81,3.1487,3.1762,3.1959,3.2469,Normal
COMP_00220,LOT_01,11.754,11.935,11.834,12.01,460.35,465.96,469.15,475.64,3.1005,3.1187,3.1466,3.1707,Normal
COMP_00221,LOT_01,12.711,12.694,12.781,22.375,483.92,482.02,494.45,500.65,3.1391,3.1623,3.1888,3.206,Sensor_Glitch
COMP_00222,LOT_01,11.71,11.727,11.978,11.864,451.51,450.86,455.73,455.45,3.151,3.1707,3.2197,3.2436,Normal
COMP_00223,LOT_01,12.336,12.333,12.521,12.595,453.47,456.05,461.62,466.5,3.1426,3.1622,3.1769,3.1718,Normal
COMP_00224,LOT_01,12.22,12.305,12.34,12.497,441.72,449.43,448.8,457.56,3.0965,3.1244,3.1367,3.1787,Normal
COMP_00225,LOT_01,11.937,11.939,12.073,12.213,466.76,461.0,477.31,476.16,3.0687,3.102,3.1511,3.2182,Normal
COMP_00226,LOT_01,11.914,11.971,12.102,12.259,457.98,462.69,464.47,473.57,3.0631,3.0595,3.0618,3.115,Normal
COMP_00227,LOT_01,11.712,11.768,11.806,12.029,466.21,467.67,472.84,475.88,3.0808,3.0596,3.115,3.151,Normal
COMP_00228,LOT_01,12.357,12.345,12.368,12.471,483.96,486.83,491.04,497.53,3.1666,3.1376,3.1942,3.2501,Normal
COMP_00229,LOT_01,11.652,11.705,11.733,11.876,457.07,453.16,459.94,461.31,3.1647,3.16,3.2109,3.2428,Normal
COMP_00230,LOT_01,11.298,11.463,11.532,11.633,388.51,389.6,391.41,392.92,3.1317,3.1396,3.1874,3.2197,Leakage_Only_Outlier
COMP_00231,LOT_01,12.231,12.752,13.766,15.995,474.23,482.94,504.89,564.94,3.1433,3.1639,3.2562,3.3468,Drift_Anomaly
COMP_00232,LOT_01,11.935,11.974,12.084,12.223,373.56,374.71,382.33,386.43,3.1979,3.1874,3.2585,3.2266,Leakage_Only_Outlier
COMP_00233,LOT_01,12.468,12.395,12.635,12.719,435.24,434.46,440.67,443.38,3.1116,3.1378,3.1846,3.2158,Normal
COMP_00234,LOT_01,12.134,12.092,12.22,12.317,477.34,484.14,485.17,489.58,3.2089,3.2204,3.2995,3.3191,Normal
COMP_00235,LOT_01,12.348,12.409,12.583,12.631,466.53,471.08,470.25,471.1,3.0977,3.1205,3.1443,3.1672,Normal
COMP_00236,LOT_01,12.234,12.238,12.312,12.47,471.95,476.32,476.25,479.87,3.1298,3.161,3.1889,3.2309,Normal
COMP_00237,LOT_01,11.344,11.594,12.743,14.743,443.58,448.89,493.45,556.71,3.1667,3.1797,3.2697,3.3682,Drift_Anomaly
COMP_00238,LOT_01,11.885,11.983,12.233,12.383,455.07,463.13,465.52,469.76,3.1427,3.1315,3.1647,3.1942,Normal
COMP_00239,LOT_01,12.46,12.438,12.582,12.649,439.56,439.09,451.98,456.91,3.224,3.232,3.2416,3.2856,Normal
COMP_00240,LOT_01,12.005,11.953,12.093,12.056,490.31,490.81,502.45,504.96,3.2204,3.2403,3.2745,3.3255,Normal
COMP_00241,LOT_01,12.168,12.121,12.422,12.61,458.46,460.35,467.14,473.55,3.1315,3.1349,3.1694,3.208,Normal
COMP_00242,LOT_01,11.96,12.03,12.212,12.451,446.2,446.17,450.88,459.24,3.104,3.1233,3.1559,3.2082,Normal
COMP_00243,LOT_01,12.085,12.322,12.474,12.664,473.55,477.6,488.27,497.26,3.1552,3.2454,3.288,3.3225,Multivariate_Outlier
COMP_00244,LOT_01,12.194,12.322,12.376,12.652,448.71,449.08,453.75,455.59,3.2296,3.2251,3.2626,3.2945,Normal
COMP_00245,LOT_01,12.484,12.348,12.61,12.772,377.33,375.65,383.14,387.89,3.1624,3.1608,3.2192,3.2516,Leakage_Only_Outlier
COMP_00246,LOT_01,12.694,12.794,12.983,13.151,451.02,454.48,459.64,464.5,3.1685,3.1705,3.1845,3.1904,Normal
COMP_00247,LOT_01,11.898,11.925,12.046,11.979,460.46,463.1,468.33,474.33,3.1133,3.1149,3.1631,3.1925,Normal
COMP_00248,LOT_01,11.985,12.08,12.091,12.282,449.68,450.87,453.27,462.01,3.1783,3.1918,3.1604,3.1862,Normal
COMP_00249,LOT_01,11.681,11.828,5.916,12.117,446.77,450.72,455.09,461.42,3.2131,3.2243,3.2496,3.2997,Sensor_Glitch
COMP_00250,LOT_01,12.226,12.29,12.534,12.742,468.48,468.89,472.61,479.08,3.1477,3.1513,3.2001,3.2186,Normal
COMP_00251,LOT_01,12.093,12.169,12.328,12.44,474.02,477.98,482.74,486.74,3.1409,3.16,3.1967,3.2219,Normal
COMP_00252,LOT_01,11.911,12.109,12.121,12.287,456.74,457.73,464.01,470.63,3.1338,3.153,3.1919,3.2364,Normal
COMP_00253,LOT_01,12.449,12.884,13.74,15.123,447.39,462.28,486.59,530.28,3.242,3.2678,3.3324,3.4112,Drift_Anomaly
COMP_00254,LOT_01,12.445,12.437,12.623,12.828,454.39,452.67,455.94,456.08,3.1429,3.1689,3.2254,3.2419,Normal
COMP_00255,LOT_01,12.673,12.715,12.924,13.208,454.53,459.25,460.46,460.56,3.2093,3.2245,3.2451,3.2819,Normal
COMP_00256,LOT_01,12.208,12.336,12.577,12.707,442.17,445.0,446.89,449.95,3.1852,3.2006,3.2188,3.2512,Normal
COMP_00257,LOT_01,12.518,12.633,12.609,12.703,461.8,461.02,466.4,473.46,3.1524,3.1637,3.2268,3.2476,Normal
COMP_00258,LOT_01,12.869,12.812,12.919,13.047,469.66,467.89,474.06,482.83,3.2291,3.2374,3.2602,3.2838,Normal
COMP_00259,LOT_01,11.905,11.991,12.063,12.106,460.29,461.9,467.09,473.27,3.1662,3.159,3.2059,3.2412,Normal
COMP_00260,LOT_01,11.529,11.641,11.84,11.99,454.93,457.13,461.3,470.3,3.0794,3.0728,3.1159,3.184,Normal
COMP_00261,LOT_01,11.632,11.638,11.792,11.872,484.12,482.08,490.77,495.57,3.2113,3.2343,3.2723,3.2976,Normal
COMP_00262,LOT_01,11.732,11.9,11.977,12.196,455.77,460.32,468.67,474.37,3.1508,3.1644,3.2048,3.2557,Normal
COMP_00263,LOT_01,11.962,12.073,12.221,12.221,483.48,486.07,485.88,498.53,3.2028,3.2279,3.2564,3.2756,Normal
COMP_00264,LOT_01,12.129,12.421,12.469,12.678,479.56,480.29,482.98,489.24,3.074,3.2283,3.2366,3.2417,Multivariate_Outlier
COMP_00265,LOT_01,12.274,12.292,12.399,12.479,452.93,459.04,460.48,463.43,3.0949,3.1024,3.1406,3.187,Normal
COMP_00266,LOT_01,12.203,12.307,12.458,12.552,475.22,477.75,483.98,486.28,3.2157,3.2278,3.2817,3.3376,Normal
COMP_00267,LOT_01,12.005,12.118,12.366,12.483,447.57,450.68,454.93,462.6,3.1823,3.1941,3.2495,3.2926,Normal
COMP_00268,LOT_01,12.37,12.379,12.509,12.743,477.69,477.83,481.23,484.01,3.0918,3.1056,3.136,3.1262,Normal
COMP_00269,LOT_01,12.082,12.221,12.374,12.471,441.24,442.13,450.62,459.1,3.1547,3.1512,3.1481,3.158,Normal
COMP_00270,LOT_01,12.234,12.32,12.337,12.517,461.56,458.24,464.86,473.22,3.1437,3.1541,3.1692,3.1997,Normal
COMP_00271,LOT_01,11.649,11.767,11.903,12.174,460.59,465.5,460.2,465.57,3.1366,3.1361,3.1546,3.1766,Normal
COMP_00272,LOT_01,11.984,12.196,12.127,12.237,482.12,482.7,488.45,491.53,3.1797,3.1739,3.196,3.2135,Normal
COMP_00273,LOT_01,11.482,11.41,11.52,11.722,474.42,473.92,472.52,481.07,3.1506,3.1671,3.249,3.2839,Normal
COMP_00274,LOT_01,11.87,11.975,12.073,12.067,457.4,456.18,460.94,466.53,3.1822,3.1702,3.2306,3.2499,Normal
COMP_00275,LOT_01,12.169,12.233,12.347,12.571,461.11,463.78,462.68,467.99,3.1099,3.1174,3.134,3.1459,Normal
COMP_00276,LOT_01,12.34,12.314,12.354,12.512,470.63,475.25,478.03,479.31,3.1557,3.1342,3.1688,3.2114,Normal
COMP_00277,LOT_01,11.74,11.822,11.86,12.032,452.26,458.0,461.75,464.2,3.1731,3.2003,3.2494,3.2637,Normal
COMP_00278,LOT_01,11.941,11.938,12.095,11.977,481.88,484.49,494.89,497.13,3.076,3.088,3.1324,3.1695,Normal
COMP_00279,LOT_01,11.936,12.031,12.106,12.29,458.84,460.98,464.6,468.35,3.2939,3.2944,3.3367,3.3665,Normal
COMP_00280,LOT_01,12.099,12.24,12.316,12.466,489.26,490.13,497.23,504.01,3.2286,3.2378,3.268,3.2671,Normal
COMP_00281,LOT_01,11.803,11.859,11.916,12.187,482.15,483.08,487.7,491.41,3.2204,3.2459,3.2452,3.2673,Normal
COMP_00282,LOT_01,12.59,12.602,12.847,13.033,471.99,477.53,478.43,481.28,3.1367,3.1279,3.1647,3.2259,Normal
COMP_00283,LOT_01,11.58,11.679,11.665,11.911,449.04,453.18,462.01,464.34,3.1421,3.1503,3.2062,3.2327,Normal
COMP_00284,LOT_01,11.738,11.64,11.785,11.908,454.73,456.1,455.42,462.23,3.1462,3.1544,3.1888,3.2095,Normal
COMP_00285,LOT_01,12.256,12.378,12.469,12.592,454.85,458.54,462.72,465.46,3.0968,3.1117,3.1496,3.1818,Normal
COMP_00286,LOT_01,12.845,12.859,13.111,13.14,456.6,462.63,470.08,469.01,3.1483,3.1584,3.1957,3.2192,Normal
COMP_00287,LOT_01,12.079,12.028,12.254,12.447,429.93,433.55,439.74,443.17,3.1547,3.1844,3.1879,3.2345,Normal
COMP_00288,LOT_01,12.096,12.121,12.197,12.402,446.19,448.73,452.22,460.9,3.2069,3.2079,3.247,3.2723,Normal
COMP_00289,LOT_01,12.113,12.101,12.205,12.338,429.56,434.09,434.25,434.39,3.1078,3.1114,3.1315,3.1393,Normal
COMP_00290,LOT_01,12.247,12.601,12.696,12.987,465.57,467.47,473.68,480.58,3.106,3.2091,3.24,3.2557,Multivariate_Outlier
COMP_00291,LOT_01,12.424,12.457,12.612,12.775,484.33,485.75,495.25,500.93,3.1341,3.1606,3.2029,3.2455,Normal
COMP_00292,LOT_01,11.901,11.898,11.978,12.024,456.68,458.71,461.92,465.49,3.149,3.1494,3.1953,3.2373,Normal
COMP_00293,LOT_01,11.598,11.561,11.715,11.918,467.47,465.54,475.58,483.11,3.1389,3.1838,3.2234,3.2673,Normal
COMP_00294,LOT_01,12.326,12.397,12.529,12.56,491.05,495.39,500.48,503.64,3.2072,3.1866,3.2168,3.2412,Normal
COMP_00295,LOT_01,12.101,12.222,12.502,12.631,489.65,494.73,496.19,501.63,3.1827,3.218,3.2325,3.29,Normal
COMP_00296,LOT_01,12.765,12.741,12.971,13.028,451.08,451.52,453.88,458.92,3.1449,3.1301,3.164,3.1753,Normal
COMP_00297,LOT_01,11.48,11.525,11.656,11.778,485.13,488.4,498.16,503.04,3.1809,3.1771,3.1905,3.2399,Normal
COMP_00298,LOT_01,11.359,11.686,11.802,11.869,467.45,468.93,477.21,475.64,3.1103,3.2008,3.2202,3.224,Multivariate_Outlier
COMP_00299,LOT_01,14.272,14.114,14.571,14.704,541.08,542.37,546.58,550.13,3.1305,3.1396,3.141,3.1693,Dynamic_Outlier
COMP_00300,LOT_01,11.799,11.977,12.078,12.142,475.57,477.64,479.69,484.9,3.1976,3.2409,3.2937,3.3611,Normal
COMP_00301,LOT_01,11.913,12.008,12.241,12.436,457.83,462.14,468.95,473.88,3.1657,3.1835,3.2188,3.2491,Normal
COMP_00302,LOT_01,12.249,12.524,13.566,14.556,437.09,446.91,495.66,544.17,3.2249,3.2388,3.3493,3.4572,Drift_Anomaly
COMP_00303,LOT_01,11.627,11.618,11.695,11.809,473.36,472.43,477.21,482.21,3.1675,3.1677,3.2224,3.2583,Normal
COMP_00304,LOT_01,11.944,12.149,12.963,14.567,455.49,463.86,495.17,547.43,3.1813,3.2315,3.358,3.5203,Drift_Anomaly
COMP_00305,LOT_01,12.403,12.487,12.623,12.855,452.16,449.7,453.52,456.64,3.1504,3.1708,3.2026,3.228,Normal
COMP_00306,LOT_01,11.632,11.802,11.902,12.086,472.69,471.14,478.24,480.3,3.1715,3.1948,3.2218,3.2583,Normal
COMP_00307,LOT_01,12.359,12.372,12.563,12.536,439.22,443.61,447.43,453.18,3.221,3.2473,3.268,3.3124,Normal
COMP_00308,LOT_01,11.862,12.021,12.084,12.318,471.94,473.32,481.45,489.59,3.2141,3.226,3.2676,3.3051,Normal
COMP_00309,LOT_01,12.191,12.259,12.346,12.674,465.39,465.14,463.56,463.44,3.1543,3.1713,3.195,3.2562,Normal
COMP_00310,LOT_01,12.13,12.184,12.316,12.269,452.18,456.75,459.91,461.03,3.1281,3.1399,3.1845,3.2623,Normal
COMP_00311,LOT_01,11.902,11.947,12.026,12.221,462.61,462.27,466.58,472.87,2.9024,2.9202,2.9319,2.9665,Timing_Outlier
COMP_00312,LOT_01,12.169,12.305,12.401,12.553,456.49,457.54,459.88,464.64,3.2469,3.2553,1.8572,3.2911,Sensor_Glitch
COMP_00313,LOT_01,11.284,11.316,11.312,11.47,454.22,453.48,458.22,459.12,3.1929,3.2238,3.238,3.3009,Normal
COMP_00314,LOT_01,12.446,12.534,12.698,12.867,464.69,465.26,469.6,470.65,3.1474,3.1538,3.2039,3.2415,Normal
COMP_00315,LOT_01,11.915,12.046,12.136,12.238,463.49,462.77,470.51,471.57,3.146,3.1748,3.1817,3.2092,Normal
COMP_00316,LOT_01,12.212,12.353,12.418,12.529,470.95,469.64,478.82,482.76,3.2309,3.2528,3.2719,3.3021,Normal
COMP_00317,LOT_01,12.017,12.113,12.217,12.473,455.67,453.85,459.17,460.83,3.1322,3.1362,3.1886,3.2192,Normal
COMP_00318,LOT_01,11.519,11.642,11.66,11.65,427.67,430.35,430.7,431.81,3.0999,3.1178,3.15,3.1459,Normal
COMP_00319,LOT_01,11.834,11.793,11.898,11.979,480.4,481.73,485.81,489.16,3.1047,3.104,3.129,3.1663,Normal
COMP_00320,LOT_01,11.494,11.586,11.847,11.924,463.91,468.62,473.21,480.8,3.0947,3.0899,3.142,3.1897,Normal
COMP_00321,LOT_01,11.912,11.861,12.018,12.198,454.39,457.31,463.31,466.95,3.1733,3.18,3.1932,3.2053,Normal
COMP_00322,LOT_01,12.486,12.436,12.557,12.806,460.59,468.76,470.51,477.12,3.0734,3.0616,3.0875,3.0973,Normal
COMP_00323,LOT_01,12.25,12.301,12.286,12.403,468.13,467.71,470.4,479.84,3.1275,3.1557,3.1952,3.2565,Normal
COMP_00324,LOT_01,11.954,12.0,12.174,12.219,473.72,473.65,477.33,478.34,3.1968,3.2235,3.2515,3.3079,Normal
COMP_00325,LOT_01,12.432,12.425,12.572,12.627,494.85,490.45,498.4,501.57,3.1771,3.1808,3.184,3.1956,Normal
COMP_00326,LOT_01,11.798,11.825,12.032,12.082,447.65,442.69,456.01,453.93,3.0893,3.0951,3.1321,3.1878,Normal
COMP_00327,LOT_01,11.794,11.895,11.972,12.002,460.07,463.56,470.53,475.63,3.0854,3.0899,3.1397,3.1998,Normal
COMP_00328,LOT_01,12.347,12.35,12.594,12.669,459.79,461.65,465.24,467.83,3.1353,3.1255,3.1493,3.17,Normal
COMP_00329,LOT_01,12.521,12.667,12.761,12.974,470.9,471.41,478.65,483.99,3.2314,3.235,3.288,3.3222,Normal
COMP_00330,LOT_01,11.67,11.797,11.929,12.13,454.59,455.78,461.75,465.02,3.1134,3.1189,3.1455,3.169,Normal
COMP_00331,LOT_01,12.032,12.013,12.191,12.419,458.7,459.7,461.66,461.76,3.1765,3.1789,3.2045,3.227,Normal
COMP_00332,LOT_01,12.009,12.048,12.305,12.465,454.15,458.29,461.07,463.04,3.2139,3.2183,3.2404,3.2678,Normal
COMP_00333,LOT_01,11.528,11.622,11.741,11.852,473.32,479.73,479.37,487.81,3.1707,3.1691,3.2209,3.2521,Normal
COMP_00334,LOT_01,12.001,12.055,12.077,12.226,468.45,469.61,472.32,475.56,3.0691,3.066,3.126,3.1335,Normal
COMP_00335,LOT_01,12.316,12.253,12.369,12.421,467.3,468.17,470.43,475.69,3.1394,3.1623,3.207,3.247,Normal
COMP_00336,LOT_01,11.261,11.189,11.346,11.476,460.16,458.31,463.43,470.81,3.1295,3.1461,3.1631,3.1973,Normal
COMP_00337,LOT_01,11.742,12.1,13.733,15.126,458.13,465.33,518.41,552.33,3.1416,3.1772,3.3236,3.4074,Drift_Anomaly
COMP_00338,LOT_01,11.874,11.925,12.133,12.193,459.43,461.86,469.38,473.66,3.2036,3.1958,3.2428,3.27,Normal
COMP_00339,LOT_01,11.026,11.077,11.183,11.263,453.22,460.66,466.86,472.07,3.1711,3.1849,3.2151,3.2754,Normal
COMP_00340,LOT_01,11.902,11.954,12.051,12.071,429.67,432.75,434.74,439.71,3.1511,3.1706,3.207,3.2283,Normal
COMP_00341,LOT_01,11.799,27.698,12.056,12.218,452.74,454.86,457.9,464.11,3.1706,3.1652,3.1908,3.2285,Sensor_Glitch
COMP_00342,LOT_01,12.182,12.203,12.316,12.368,444.96,447.28,454.6,451.39,3.1781,3.1742,3.1824,3.2314,Normal
COMP_00343,LOT_01,12.0,12.055,12.21,12.411,516.34,516.26,522.63,528.03,3.1725,3.1651,3.2129,3.2339,Normal
COMP_00344,LOT_01,12.018,12.015,12.15,12.323,466.63,468.99,471.34,480.93,3.1627,3.1734,3.1813,3.1879,Normal
COMP_00345,LOT_01,11.992,12.03,12.239,12.291,456.62,456.01,456.57,458.75,3.1839,3.2215,3.2643,3.3073,Normal
COMP_00346,LOT_01,12.351,12.322,12.551,12.594,450.51,455.44,457.37,467.06,3.1562,3.1348,3.1679,3.2087,Normal
COMP_00347,LOT_01,11.728,11.609,11.742,11.811,452.89,453.33,455.84,462.4,3.2271,3.2337,3.259,3.2837,Normal
COMP_00348,LOT_01,12.139,12.17,12.37,12.436,450.15,452.46,461.35,463.36,3.1289,3.1425,3.1383,3.1691,Normal
COMP_00349,LOT_01,11.787,12.195,13.187,14.224,459.74,472.34,504.37,543.13,3.2123,3.2217,3.3196,3.3869,Drift_Anomaly
COMP_00350,LOT_01,11.618,11.721,11.706,11.878,459.84,463.25,470.25,475.16,3.194,3.1947,3.2483,3.3019,Normal
COMP_00351,LOT_01,11.648,11.683,11.873,11.928,474.38,475.09,485.58,495.21,3.1147,3.1138,3.135,3.1687,Normal
COMP_00352,LOT_01,12.178,12.172,12.342,12.505,446.35,445.06,449.17,455.79,3.118,3.1473,3.1968,3.2409,Normal
COMP_00353,LOT_01,11.717,11.72,11.882,11.923,460.17,463.09,467.64,472.47,3.211,3.2392,3.2534,3.2734,Normal
COMP_00354,LOT_01,11.991,12.023,12.167,12.24,433.55,437.99,435.38,440.09,3.1348,3.1452,3.1836,3.2207,Normal
COMP_00355,LOT_01,12.175,12.102,12.265,12.407,482.39,482.33,484.97,491.29,3.1552,3.17,3.2193,3.2652,Normal
COMP_00356,LOT_01,12.024,12.241,12.286,12.34,474.88,476.93,480.95,479.74,3.1227,3.127,3.1965,3.2181,Normal
COMP_00357,LOT_01,12.219,12.149,12.397,12.27,465.72,467.64,468.91,471.54,3.198,3.2217,3.259,3.2671,Normal
COMP_00358,LOT_01,11.885,11.946,12.06,12.239,447.87,45.72,454.25,460.14,3.1448,3.1432,3.1746,3.2328,Sensor_Glitch
COMP_00359,LOT_01,12.153,12.153,12.164,12.351,473.04,472.5,477.52,488.12,3.1333,3.1454,3.1837,3.1942,Normal
COMP_00360,LOT_01,11.893,12.047,12.119,11.947,455.98,456.22,463.4,471.43,3.0928,3.1035,3.1455,3.1647,Normal
COMP_00361,LOT_01,13.245,13.304,13.523,13.631,545.07,547.4,558.3,559.18,3.2046,3.2198,3.2642,3.2619,Dynamic_Outlier
COMP_00362,LOT_01,11.631,11.7,11.711,11.895,466.7,469.71,473.45,478.84,3.1196,3.1334,3.1584,3.195,Normal
COMP_00363,LOT_01,12.493,12.582,12.691,12.766,443.79,442.17,444.52,446.57,3.1991,3.2128,3.2361,3.2472,Normal
COMP_00364,LOT_01,12.034,12.065,12.212,12.432,473.05,476.56,478.44,485.83,3.1273,3.1497,3.1977,3.2357,Normal
COMP_00365,LOT_01,12.321,12.256,12.571,12.653,460.19,459.03,464.82,461.73,3.203,3.2058,3.2183,3.2645,Normal
COMP_00366,LOT_01,11.627,11.635,11.803,11.932,473.45,478.42,477.03,480.57,3.1935,3.207,3.2291,3.2521,Normal
COMP_00367,LOT_01,12.415,12.806,14.107,16.298,433.19,453.48,507.09,584.73,3.2059,3.2164,3.3254,3.4545,Drift_Anomaly
COMP_00368,LOT_01,11.74,11.851,12.042,12.079,457.15,455.26,464.17,472.19,3.1522,3.1702,3.2107,3.2701,Normal
COMP_00369,LOT_01,11.638,11.612,11.779,11.741,441.73,442.86,449.98,453.49,3.1727,3.1957,3.2328,3.2645,Normal
COMP_00370,LOT_01,11.845,11.851,11.991,12.04,453.87,459.01,461.29,469.42,3.1048,3.1057,3.1163,3.1392,Normal
COMP_00371,LOT_01,12.035,12.005,12.231,12.338,470.2,475.49,478.11,481.6,3.1274,3.142,3.1503,3.1619,Normal
COMP_00372,LOT_01,11.996,12.118,12.222,12.295,468.62,471.52,474.33,478.44,3.0616,3.0644,3.1194,3.1361,Normal
COMP_00373,LOT_02,12.352,12.333,12.488,12.452,424.21,427.41,431.73,438.73,3.2067,3.1828,3.2359,3.2594,Normal
COMP_00374,LOT_02,12.541,12.534,12.729,12.883,431.45,434.2,437.63,442.96,3.125,3.1274,3.1454,3.1686,Normal
COMP_00375,LOT_02,12.011,11.979,12.166,12.418,425.99,432.01,434.72,441.57,3.1265,3.1224,3.1775,3.2192,Normal
COMP_00376,LOT_02,11.939,11.963,12.134,12.245,449.0,443.94,452.16,455.94,3.1503,3.1599,3.1723,3.2115,Normal
COMP_00377,LOT_02,11.794,11.905,11.925,11.983,429.18,429.4,430.45,441.4,3.1525,3.166,3.2014,3.2552,Normal
COMP_00378,LOT_02,11.761,12.103,13.564,14.489,448.95,461.77,517.16,549.51,3.159,3.1954,3.3599,3.4673,Drift_Anomaly
COMP_00379,LOT_02,12.878,12.941,13.063,13.216,451.76,453.43,458.18,460.85,3.0847,3.096,3.1315,3.1814,Normal
COMP_00380,LOT_02,12.462,12.512,12.581,12.764,423.65,423.36,431.75,436.06,3.1276,3.1493,3.1863,3.2026,Normal
COMP_00381,LOT_02,12.066,11.984,12.255,12.303,448.43,448.65,449.35,461.02,3.2183,3.2468,3.2722,3.3091,Normal
COMP_00382,LOT_02,11.857,11.879,12.104,12.258,447.76,449.91,459.26,461.57,3.1376,3.1149,3.1406,3.1708,Normal
COMP_00383,LOT_02,12.232,12.193,12.382,12.546,434.29,437.06,437.81,440.69,3.2147,3.2396,3.2819,3.3639,Normal
COMP_00384,LOT_02,11.913,11.931,12.074,12.214,449.54,454.95,461.6,466.08,3.1695,3.1776,3.2212,3.2557,Normal
COMP_00385,LOT_02,12.75,12.814,12.882,13.026,427.85,427.99,432.31,437.18,3.1501,3.1544,3.1712,3.202,Normal
COMP_00386,LOT_02,12.007,12.082,12.071,12.233,443.44,445.04,447.27,450.42,3.115,3.1066,3.1559,3.1899,Normal
COMP_00387,LOT_02,12.754,12.739,12.916,13.094,424.21,422.06,426.41,432.89,3.1193,3.1565,3.1766,3.2149,Normal
COMP_00388,LOT_02,12.008,11.997,12.186,12.434,415.23,420.68,425.61,434.54,3.1947,3.1994,3.2382,3.2644,Normal
COMP_00389,LOT_02,12.777,12.759,12.879,13.009,430.2,431.24,435.93,440.57,3.1322,3.1638,3.1955,3.2149,Normal
COMP_00390,LOT_02,12.481,12.535,12.719,12.749,371.69,374.14,374.86,383.15,3.1126,3.1242,3.1719,3.23,Leakage_Only_Outlier
COMP_00391,LOT_02,12.064,12.254,12.381,12.499,457.23,461.26,469.51,480.84,3.165,3.175,3.2193,3.2559,Normal
COMP_00392,LOT_02,12.176,12.238,12.292,12.477,528.53,523.86,536.75,540.06,3.1186,3.1197,3.1735,3.2406,Leakage_Only_Outlier
COMP_00393,LOT_02,12.751,12.64,12.665,12.828,424.56,422.58,420.53,429.37,3.1526,3.1737,3.2163,3.2344,Normal
COMP_00394,LOT_02,12.771,12.818,12.925,13.16,430.11,436.27,441.5,441.14,3.1659,3.1975,3.2233,3.2542,Normal
